Tag,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
q-blackbun,0,0,0,1,3,4,4,3,1,0,5,4,3,6,19,43,56,12
its-holt,0,0,0,0,0,0,0,0,0,0,0,0,0,55,81,80,54,12
fire_emblem_three_houses,0,0,0,0,0,0,0,0,0,0,0,0,14,36,27,30,54,12
double_devil_horns_(gesture),0,0,1,1,2,1,0,3,2,3,2,9,12,14,26,35,53,12
evehly,0,0,0,0,0,0,1,70,97,149,176,79,90,58,32,63,52,12
urethral_fisting,0,0,1,2,2,1,5,3,11,11,11,11,21,16,10,29,52,12
inukami_hikari,0,0,0,0,0,0,0,0,0,0,0,4,4,12,7,21,52,12
lovespell,0,0,0,0,0,0,2,5,75,14,39,10,18,20,54,40,51,12
tod_d,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,15,51,12
penlink,0,0,0,0,0,0,1,17,27,21,16,10,52,36,97,73,50,12
collar_to_collar,2,0,1,3,2,1,4,6,14,11,14,25,21,22,33,56,50,12
babanasaur,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,56,50,12
2dredders,0,0,0,0,0,0,0,0,0,0,0,0,1,9,46,36,50,12
ethereal_mane,0,0,0,0,1,1,2,6,1,1,2,4,6,27,63,21,50,12
bbdworks,0,0,0,0,0,0,0,0,0,0,0,14,0,27,55,49,48,12
food_truck,0,0,0,0,0,0,0,0,1,2,2,2,2,8,10,41,48,12
paintover,0,0,0,0,0,0,0,0,0,1,3,0,1,21,12,25,48,12
holt-odium,0,0,0,0,0,0,0,0,0,0,0,1,0,7,34,23,47,12
bincu,0,0,0,0,0,0,0,0,0,0,0,38,21,181,28,12,47,12
cassandra_(ozoneserpent),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,45,12
pride_color_leg_warmers,0,0,0,0,0,0,0,0,0,0,3,3,6,7,4,42,45,12
yamabat,0,0,0,0,0,0,0,0,0,0,0,0,5,84,45,31,45,12
kipo_and_the_age_of_wonderbeasts,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,28,45,12
kam,0,0,0,0,0,0,0,1,0,0,14,0,5,15,12,59,44,12
barbonicles,0,0,0,0,0,0,0,0,0,0,0,0,0,61,47,11,43,12
asbie,0,0,0,0,0,0,0,18,16,25,29,16,40,18,29,51,42,12
natttttalina,0,0,0,0,0,0,0,0,0,0,0,0,0,4,85,57,41,12
skully,0,0,0,0,0,1,0,0,1,0,12,45,84,99,46,35,41,12
miyamoto_usagi,2,2,1,1,1,1,6,6,12,33,32,19,26,42,30,27,41,12
bipedal_taur,0,0,0,0,5,0,2,3,6,5,8,4,10,4,10,10,41,12
information_label,9,0,4,3,2,3,3,2,2,8,8,24,28,43,101,141,40,12
foxxj,0,0,0,0,1,1,3,1,6,4,0,5,2,7,56,60,40,12
kappadoggo,0,0,0,0,0,0,0,0,0,0,66,71,63,36,55,26,40,12
kelkessel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,26,39,12
epsi110,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,14,39,12
single_amputee,0,0,0,0,0,0,0,0,0,1,19,10,7,19,6,5,39,12
genital_jewelry,1,0,0,0,0,2,2,4,11,2,15,7,10,15,28,28,38,12
matcharyu,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29,11,38,12
tenshigarden,0,0,0,1,5,6,75,99,223,290,210,357,68,46,129,82,37,12
raianonzika,0,0,0,0,3,13,45,12,3,29,40,48,5,5,5,73,37,12
inuhoshi-to-darkpen,0,0,0,0,0,42,67,27,43,30,62,69,69,79,51,52,37,12
wolfmask,0,0,0,0,0,0,0,0,0,5,12,58,70,63,64,46,36,12
robby_bunny,0,0,0,0,0,0,0,0,10,20,6,7,10,11,59,24,36,12
drake1dragon,0,0,0,0,0,0,0,0,0,0,0,0,19,11,31,16,36,12
kotyami,0,0,0,0,0,0,0,0,0,0,0,0,0,22,54,53,35,12
armadillo_girdled_lizard,0,0,0,1,1,1,5,0,0,2,3,2,3,5,9,38,35,12
kiu-wot,0,0,0,0,0,0,0,0,0,0,0,0,0,11,35,18,35,12
ayden_(brogulls),0,0,0,0,0,0,0,0,23,69,64,13,4,10,14,31,34,12
wazzaldorp,0,0,0,0,0,0,0,0,0,2,0,0,0,104,30,22,34,12
jeinsx,0,0,0,0,0,0,0,0,0,3,1,17,20,1,8,18,34,12
drakonst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,51,33,12
lyme-slyme,0,0,0,0,0,0,0,6,2,84,93,61,73,48,176,55,32,12
shibaemonxsk,0,0,0,0,0,0,0,0,0,0,0,0,0,35,32,33,32,12
mazedmarten,0,0,0,0,0,0,0,0,0,0,2,9,2,20,12,27,32,12
stickmanwww,0,0,0,0,0,0,0,0,0,6,14,10,6,23,8,13,32,12
gabbah,0,0,0,0,0,0,0,0,0,14,11,51,0,5,1,7,32,12
dransvitry,0,0,0,0,0,0,0,0,0,0,9,1,6,12,15,31,31,12
outlaw,0,0,0,0,2,1,4,2,3,0,1,0,15,3,3,21,31,12
yitexity,0,0,0,0,0,0,0,0,0,46,95,75,64,57,36,37,30,12
tiger_taur,0,0,0,1,0,1,0,1,1,0,1,3,11,11,10,36,30,12
moonshine_(miso_souperstar),0,0,0,0,0,0,0,0,0,0,0,0,18,26,25,31,30,12
mrmeatlovers,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,29,30,12
baburusushi,0,0,0,0,0,0,0,0,0,0,0,0,4,22,52,23,30,12
werethrope,0,0,0,0,0,0,11,20,10,34,81,53,20,8,10,8,30,12
steve_jovonovich,0,0,0,0,0,0,0,0,0,0,0,0,5,73,29,62,29,12
10_cosmo_24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,40,29,12
mainnm-e,0,0,0,0,0,0,7,1,0,10,0,0,15,2,1,40,29,12
iggy_(vanzard),0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,34,29,12
buzzwole,0,0,0,0,0,0,0,0,0,26,36,22,15,14,41,22,29,12
purple_pikmin,0,0,3,0,1,1,2,7,13,5,4,3,3,8,10,7,29,12
whitney_(pokemon),0,0,0,4,3,3,4,1,6,3,17,59,12,26,14,5,29,12
bloocherrypie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,28,12
chozo,0,0,2,1,0,7,4,1,12,6,9,8,3,1,42,42,28,12
multicolored_necklace,7,4,2,4,1,3,1,8,7,1,2,3,11,6,5,24,28,12
skydiving,0,0,0,0,2,1,2,3,10,5,14,14,8,12,17,23,28,12
kyouji_(morenatsu),0,0,0,0,2,11,16,4,11,14,5,9,3,7,9,21,28,12
mazilion,0,0,0,0,0,0,0,0,0,0,0,0,0,56,9,13,28,12
minami_(artist),0,0,0,0,0,0,0,0,0,9,3,7,0,0,53,140,27,12
noronori,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,106,27,12
kipwolf,0,0,0,0,0,0,0,0,0,0,0,0,5,11,2,75,27,12
pandashorts,0,0,0,0,0,0,0,0,1,71,101,62,57,265,71,57,27,12
beralin,0,1,1,14,18,23,9,13,7,12,6,13,9,0,6,38,27,12
carmessi,0,0,4,7,4,6,6,2,33,18,10,7,12,7,6,27,27,12
clitoris_slip,0,0,1,0,1,0,1,1,5,1,5,8,8,15,27,26,27,12
glove_snap,2,0,0,1,1,0,4,2,7,10,11,5,11,15,9,15,27,12
penis_hot_dog,0,0,1,0,0,0,3,2,9,2,3,1,5,14,16,12,27,12
meika_(rimba_racer),0,0,0,0,0,0,0,0,2,2,30,23,29,14,10,5,27,12
alfiq,0,0,0,0,2,0,0,0,0,1,0,3,17,24,25,32,26,12
dark_footwear,5,1,6,12,8,11,11,4,10,19,6,5,8,7,7,25,26,12
claire_redfield,0,0,0,0,1,4,3,1,2,3,2,2,21,26,19,23,26,12
flintlock,1,1,0,3,2,3,4,2,5,7,8,12,8,12,25,22,26,12
thunderbolt_the_chinchilla,0,0,0,0,0,0,0,8,14,11,10,22,8,1,4,20,26,12
udderjob,0,0,1,0,1,3,10,3,11,4,2,5,6,9,11,15,26,12
skippy,0,0,5,2,2,9,11,14,42,20,17,7,19,13,25,10,26,12
perci_the_bandicoot,0,0,0,0,0,0,0,15,28,11,19,2,4,7,9,9,26,12
scuzzyfox,0,0,0,0,0,0,0,0,0,11,19,27,47,28,16,7,26,12
splort,1,0,0,1,2,1,2,2,1,1,4,2,3,12,29,70,25,12
sepfy,2,0,0,0,2,1,7,3,7,9,30,12,19,11,10,45,25,12
raiyk,0,0,0,0,0,0,1,0,3,289,5,12,11,1,16,26,25,12
fuzzledfur,0,0,0,0,0,0,0,0,0,2,9,3,9,35,5,13,25,12
xeno'jiiva,0,0,0,0,0,0,0,0,0,0,0,26,25,13,11,7,25,12
thelasthope,0,0,0,0,0,0,0,0,0,0,7,13,11,1,12,52,24,12
otakuap,0,0,0,0,0,8,51,66,53,18,21,8,44,31,22,29,24,12
shifty_(htf),0,0,0,0,0,1,0,3,4,9,3,1,3,9,22,26,24,12
laylee,0,0,0,0,0,0,0,0,43,20,57,47,54,21,24,19,24,12
zairiza,0,0,0,3,0,0,0,0,0,0,0,6,41,23,12,10,24,12
fully_clothed_to_nude,1,1,1,1,0,1,2,0,2,2,2,15,18,79,128,126,23,12
skylar_zero,0,0,0,0,0,0,0,0,0,0,0,5,36,176,141,95,23,12
cacatua,1,1,1,0,3,0,1,11,7,17,32,13,39,22,24,79,23,12
zorryn,0,0,0,0,4,12,15,10,6,13,4,8,1,10,32,50,23,12
0r0,19,3,25,39,69,73,34,26,33,33,33,53,56,46,20,39,23,12
hikazedragon,0,0,0,0,0,0,1,1,0,1,15,14,14,13,54,37,23,12
imminent_unbirth,0,1,0,3,0,1,0,4,1,5,4,7,11,11,13,23,23,12
alien_vs._predator_(franchise),1,1,2,12,1,13,16,9,14,21,15,5,19,13,20,21,23,12
d0nk,0,0,0,0,0,0,0,0,0,0,0,0,15,24,24,18,23,12
hadalen_magic,0,0,0,0,0,0,3,4,6,3,4,5,17,22,16,18,23,12
judy_reinard,0,0,0,0,0,0,0,0,0,0,0,29,31,1,14,14,23,12
neo-spacian_aqua_dolphin,0,0,0,0,0,1,0,1,1,3,40,10,6,15,7,14,23,12
ocarina,0,0,2,0,2,5,6,2,6,9,8,6,5,11,16,11,23,12
hidden-cat,0,0,0,0,0,0,12,5,1,9,0,30,7,22,1,6,23,12
bent_wrist,0,0,0,0,0,0,0,0,0,0,0,1,2,2,67,1,23,12
zeglo-official,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,69,22,12
colelucario,0,0,0,0,0,0,0,0,0,0,1,1,4,27,40,43,22,12
spooky_(sjm),0,0,0,0,0,0,0,0,10,9,6,21,16,23,17,37,22,12
dtz_(cdrr),0,0,0,0,0,0,1,7,19,41,39,20,20,23,32,33,22,12
taji_amatsukaze,0,0,0,0,0,0,0,0,1,11,16,10,24,40,34,31,22,12
hilary_(regular_show),0,0,0,0,0,0,0,0,17,6,7,5,11,2,18,31,22,12
wireless_controller,0,1,4,5,10,23,32,34,21,38,65,95,114,150,136,25,22,12
head_wraps,0,1,0,0,0,3,1,0,0,15,4,1,7,6,9,24,22,12
lorum_piercing,3,4,9,8,16,10,19,23,22,26,22,26,15,37,7,22,22,12
chromatic_dragon_(dnd),0,0,0,2,1,2,2,0,11,1,2,0,2,5,55,17,22,12
u-turn_penetration,0,0,0,0,1,1,3,1,10,4,5,9,15,8,12,15,22,12
custom_character_(sonic_forces),0,0,0,0,0,0,0,0,0,0,180,44,91,75,26,12,22,12
namekian,1,1,0,4,2,0,5,0,27,8,6,11,13,10,1,11,22,12
entwined_arms,0,1,1,0,2,3,2,2,3,8,6,1,6,16,11,9,22,12
mario_smoking_weed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,50,21,12
loki_(lowkeytoast),0,0,0,0,0,0,0,0,0,0,0,0,0,6,42,47,21,12
chani_(ajdurai),0,0,0,0,0,0,0,2,5,7,23,25,13,16,25,38,21,12
bawp,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65,37,21,12
kangaroo_genitalia,0,0,0,0,0,0,0,0,0,0,0,0,0,22,26,37,21,12
crew_(anti_dev),0,0,0,0,0,0,0,14,4,9,13,8,6,10,15,35,21,12
whisperingfornothing,0,0,0,0,0,19,79,11,7,19,52,73,88,131,42,27,21,12
nogard_krad_nox,0,0,0,0,0,0,0,0,5,44,21,14,7,20,31,25,21,12
unusual_limb,0,0,0,1,2,15,5,17,11,12,4,16,20,14,27,24,21,12
shadedance,0,0,0,0,0,0,0,0,0,0,0,0,0,68,99,23,21,12
lifty_(htf),0,0,0,0,0,1,0,3,5,7,1,2,3,11,11,22,21,12
thibby_(thibbycat),0,0,0,0,0,0,0,4,1,5,12,10,9,30,21,21,21,12
hambor12,0,0,0,0,0,0,0,0,0,0,1,18,26,31,194,20,21,12
flame_princess,0,0,0,0,0,6,21,14,40,57,17,44,20,10,19,20,21,12
nipple_tie,0,0,1,0,2,1,1,1,9,4,8,2,8,12,12,18,21,12
clementyne,0,0,0,0,0,0,0,0,0,0,0,0,0,27,46,12,21,12
daisy_chain,0,2,1,2,0,6,10,3,10,7,12,3,6,11,12,10,21,12
gaz_membrane,1,0,0,0,5,4,8,4,13,15,16,15,5,8,18,5,21,12
cev_rosa,0,0,0,0,0,0,0,0,0,0,0,0,31,50,6,4,21,12
high-bear,0,0,0,0,0,0,0,0,0,0,0,17,27,40,4,105,20,12
daf,0,0,0,0,0,0,14,16,9,17,10,11,10,7,85,70,20,12
pachyderm,0,0,0,1,0,0,0,0,2,0,0,1,4,77,34,44,20,12
heat_(lilo_and_stitch),0,0,0,0,0,0,0,0,0,0,4,6,34,30,38,33,20,12
roasting,0,0,1,0,0,3,5,2,6,8,2,3,8,13,24,23,20,12
arms_held,0,0,3,0,0,1,2,0,1,1,6,8,8,2,11,21,20,12
gummy_(mlp),0,0,0,0,116,64,108,61,58,38,31,29,9,8,12,20,20,12
kess_(coffeechicken),0,0,0,0,0,0,0,0,6,13,3,18,30,18,19,19,20,12
skinned,3,0,1,3,2,2,4,5,3,1,2,2,4,12,13,18,20,12
tail_on_leg,2,1,2,2,2,1,1,2,5,2,10,6,2,21,20,16,20,12
print_crop_top,0,0,0,2,2,0,0,0,1,1,6,1,5,13,16,16,20,12
booth_(structure),0,2,2,5,6,7,5,8,7,10,11,5,13,17,40,14,20,12
susy_sallister,0,0,0,0,0,0,0,0,0,9,14,26,17,21,10,14,20,12
elsa_(frozen),0,0,0,0,0,0,1,26,19,15,8,8,16,22,13,10,20,12
clock-face,0,0,0,0,0,0,0,4,27,202,9,3,6,3,26,8,20,12
twerp_(halbean),0,0,0,3,3,14,12,1,1,17,38,19,2,32,8,8,20,12
mabel_(1upgobbo),0,0,0,0,0,0,0,0,0,0,0,0,0,27,60,48,19,12
shishiro_botan,0,0,0,0,0,0,0,0,0,0,0,0,0,7,34,42,19,12
ironkongstudios,0,0,0,0,0,0,0,0,0,18,10,10,12,61,2,36,19,12
an_chobi94,0,0,0,0,3,1,10,7,2,0,1,1,13,15,10,31,19,12
lucky_wolf,0,0,0,1,0,0,0,0,0,0,0,0,1,19,40,27,19,12
rhea_snaketail,0,0,4,9,72,15,22,13,34,23,27,36,10,9,12,22,19,12
sister_penetrating_brother,0,0,0,0,0,0,3,3,4,2,8,6,6,15,8,21,19,12
crotchhugger,0,0,0,2,2,2,0,7,11,13,7,9,23,5,3,16,19,12
em_being,0,0,0,0,0,0,0,1,0,1,1,8,14,14,11,11,19,12
bit-small,0,0,0,0,0,0,12,89,67,39,49,39,17,15,48,10,19,12
kaimstain,0,0,0,0,0,0,0,0,0,0,16,15,30,17,28,100,18,12
doggettdouglasmcdog,0,0,0,0,0,0,0,0,1,2,13,17,48,33,26,54,18,12
aode_(asonix),0,0,0,0,0,0,0,0,0,0,0,0,11,30,26,44,18,12
long_inner_ear_fluff,0,0,0,0,39,6,9,8,4,11,17,9,21,11,18,34,18,12
leponsart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,31,18,12
kai_the_collector,0,0,0,0,0,0,0,0,0,19,11,37,34,4,119,29,18,12
dreameclipsewolf,0,0,0,0,0,0,0,0,2,3,18,19,11,29,11,27,18,12
titanfall_2,0,0,0,0,0,0,0,0,0,1,11,7,9,4,16,20,18,12
suu_(monster_musume),1,0,0,0,0,0,2,0,18,28,14,8,10,13,34,16,18,12
kiro_(warcraft),0,0,0,0,0,0,0,0,0,0,0,0,14,19,21,14,18,12
donkles,0,0,0,0,0,0,0,0,0,0,0,68,35,42,37,11,18,12
draco_(dragonheart),1,0,4,10,2,1,4,6,5,9,2,10,14,4,19,9,18,12
zhengfox,0,0,0,0,0,0,1,18,122,101,91,64,23,23,10,56,17,12
nightskrill,0,0,0,0,0,0,0,0,0,0,4,38,6,21,32,39,17,12
smokyjai,0,0,0,0,0,2,26,41,53,71,22,84,20,29,19,36,17,12
lightforged_draenei,0,0,0,0,0,0,0,0,0,0,2,65,58,33,45,34,17,12
v-shaped_eyebrows,0,0,1,1,1,0,1,1,0,1,2,3,24,7,37,30,17,12
hastogs,0,0,0,0,0,0,0,1,99,10,6,4,1,14,29,22,17,12
saurus_(warhammer),0,0,0,0,0,0,0,0,0,0,0,0,33,35,18,18,17,12
saurus,0,0,0,0,1,0,0,2,0,2,6,3,45,36,20,17,17,12
dragonoid_(dark_souls),0,0,0,0,0,0,2,1,3,48,19,28,15,24,22,16,17,12
delia_(anglo),0,0,0,0,0,0,0,0,0,0,0,15,18,31,52,14,17,12
trout_(character),0,0,0,0,0,0,0,6,9,26,5,11,20,32,30,14,17,12
kakuna,1,2,5,16,4,2,20,23,9,9,5,14,8,12,10,13,17,12
sir_fratley,0,0,2,5,14,6,25,5,14,4,5,7,16,5,10,12,17,12
big_fingers,0,0,2,1,3,3,1,10,9,22,42,77,23,1,11,5,17,12
catnip_(khatnid),0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,57,16,12
tachiuo,0,0,0,0,0,3,0,0,1,0,0,0,86,33,27,49,16,12
fluffy_wings,1,0,2,1,0,0,0,0,1,5,0,0,1,16,23,29,16,12
fury_bowser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,28,16,12
angie_(study_partners),0,0,0,0,0,0,0,0,0,1,33,133,41,31,14,28,16,12
vellum,0,0,0,0,0,0,0,0,0,1,47,2,28,14,31,27,16,12
bartholomew_martins,0,0,0,0,0,0,0,0,0,0,0,0,0,47,26,27,16,12
digital_sketch,0,0,0,0,0,0,2,0,0,1,2,0,5,4,99,25,16,12
bandit_(holidaypup),0,0,0,0,0,2,0,1,0,15,0,4,27,11,8,23,16,12
sun_rays,0,1,0,0,1,0,1,0,1,12,7,3,6,18,41,22,16,12
tongue_sheath,0,2,0,1,1,1,4,2,3,11,24,14,12,22,33,22,16,12
kuramichan,0,0,0,0,0,0,0,0,3,8,3,10,16,23,15,22,16,12
karkat_vantas,0,0,0,9,10,6,6,2,6,3,13,14,27,8,12,21,16,12
anna_(study_partners),0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,17,16,12
swoobat,0,0,0,0,8,3,17,11,12,15,15,17,13,13,7,16,16,12
toying,6,2,1,5,2,9,9,2,13,11,21,10,27,29,59,15,16,12
hoothoot,1,1,3,12,4,2,5,6,9,14,5,11,11,6,9,11,16,12
drayk_dagger,4,5,11,23,17,10,23,18,22,26,30,14,14,13,13,10,16,12
chocolate_on_penis,0,0,1,3,1,0,2,1,3,4,1,11,9,12,12,9,16,12
pyukumuku,0,0,0,0,0,0,0,0,0,43,11,23,15,14,10,9,16,12
punch-out!!,0,0,1,2,7,3,6,17,36,3,5,21,16,15,19,6,16,12
exlic,0,0,0,0,0,0,0,0,1,3,18,23,20,21,14,4,16,12
game_(disambiguation),2,6,25,45,91,42,42,77,35,30,43,38,44,62,69,56,15,12
toco_toucan,0,0,0,1,5,6,1,0,4,5,13,13,29,20,51,49,15,12
albedo_(overlord),0,0,0,0,0,0,0,0,5,8,5,16,7,27,19,42,15,12
funamusea,0,0,0,0,0,0,0,1,0,2,4,14,3,4,52,34,15,12
jv,0,0,0,0,0,0,0,0,0,5,17,14,34,25,18,30,15,12
deep_sea_prisoner,0,0,0,0,0,0,0,1,0,4,4,14,3,4,49,28,15,12
std,1,0,2,1,2,5,8,8,3,0,4,8,11,13,38,27,15,12
boosette,0,0,0,0,0,0,0,0,0,0,0,99,27,42,23,20,15,12
araiguma_11,0,0,0,0,0,0,0,0,0,2,2,3,16,41,20,20,15,12
song_of_the_south,0,0,1,1,1,5,3,4,10,14,6,79,21,36,18,17,15,12
the_hunter_(bloodborne),0,0,0,0,0,0,0,0,5,15,20,19,10,14,31,16,15,12
urine_in_cup,0,0,1,1,0,4,2,2,5,3,4,5,10,13,25,14,15,12
duckface,0,0,1,0,3,9,12,30,27,14,15,10,13,20,16,14,15,12
ugandan_knuckles,0,0,0,0,0,0,0,0,0,0,0,68,7,11,28,13,15,12
herm_on_human,0,0,1,1,2,6,8,3,7,3,7,12,6,11,14,10,15,12
goujuyu,0,0,0,0,0,0,0,0,0,12,10,20,39,25,41,7,15,12
vee_stitch,0,0,0,0,0,0,0,0,0,0,0,34,31,9,19,3,15,12
glendale_(centaurworld),0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,78,14,12
glut,0,0,0,0,0,0,0,9,0,77,10,10,23,36,58,53,14,12
explanation,5,1,2,1,2,1,10,3,5,9,6,11,10,39,31,28,14,12
uokkom,0,0,0,0,0,0,0,0,0,0,4,14,17,32,31,24,14,12
scythemouse,0,0,0,1,7,10,4,3,2,6,10,2,0,1,12,24,14,12
frilly_hairband,5,3,7,10,45,67,15,3,83,10,24,2,5,46,58,23,14,12
mucknagabe,0,0,0,0,3,5,1,9,1,4,3,2,4,23,26,20,14,12
trix,0,0,1,4,4,9,2,5,2,7,6,4,13,5,37,17,14,12
gotobeido,0,0,0,0,12,49,64,96,33,33,62,54,76,49,63,15,14,12
akiya-kamikawa,0,0,0,0,0,0,0,0,0,3,6,28,5,12,3,13,14,12
ebonyleopard,0,5,37,52,20,11,6,6,1,1,4,1,2,2,67,12,14,12
giant_anteater,0,2,6,7,2,10,10,2,2,21,9,43,12,6,17,11,14,12
older_herm,0,3,0,2,2,8,5,4,18,16,12,12,17,19,17,10,14,12
daughter-in-law,0,0,0,1,0,1,3,0,5,7,16,3,6,6,33,9,14,12
weapon_masturbation,2,1,5,4,2,2,1,5,3,3,8,9,7,8,9,8,14,12
scimunk,0,0,0,0,0,0,0,0,0,0,4,14,56,25,4,5,14,12
ahuizotl_(mlp),0,0,0,0,0,9,15,26,28,21,9,11,6,2,1,3,14,12
starburstsaber_(character),0,0,0,0,0,0,0,0,0,6,2,21,3,1,16,63,13,12
iwbsb_kuma,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35,56,13,12
under_surface_view,1,0,1,3,2,4,3,0,3,2,5,11,11,32,141,54,13,12
secret_squirrel_show,0,0,2,5,2,5,6,4,20,18,5,11,4,18,23,30,13,12
nukerooster,0,0,0,5,15,7,15,11,5,23,414,49,15,15,18,25,13,12
jake_(study_partners),0,0,0,0,0,0,0,0,0,0,0,1,133,14,8,16,13,12
felix_joyful,0,0,0,0,0,0,0,0,0,0,0,31,6,12,12,14,13,12
julian_(animal_crossing),0,0,0,0,0,0,3,5,8,12,4,15,5,33,14,10,13,12
mametanu_tanuki,0,0,0,0,0,0,0,0,0,0,0,0,8,45,14,7,13,12
soda_uyu,0,0,0,0,0,0,0,0,0,0,14,0,15,1,0,81,12,12
diru,0,0,0,0,0,0,0,3,0,5,26,9,8,17,15,73,12,12
zachsroom,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,65,12,12
flat-tailed_gecko,0,0,0,0,0,0,0,0,0,0,4,1,0,0,22,52,12,12
evilbanana,0,0,0,0,0,0,0,0,79,47,27,56,54,69,61,45,12,12
calavera,0,0,0,0,1,0,2,1,7,7,4,5,14,16,24,28,12,12
aruri,0,0,0,0,0,0,0,0,0,0,0,10,17,18,15,28,12,12
ms._zard,0,0,0,0,0,0,0,0,13,11,21,31,26,22,17,24,12,12
darkviperbara,0,0,0,2,0,15,26,24,5,5,7,8,4,8,4,24,12,12
pxlfur,0,0,0,0,0,0,0,0,0,0,0,0,3,65,81,22,12,12
theblackrook,0,2,31,24,29,38,51,58,65,161,24,28,24,37,33,22,12,12
covering_erection,0,0,0,0,0,0,0,2,4,4,2,9,12,18,17,19,12,12
r-rova,0,0,0,0,0,0,0,0,0,8,27,16,34,37,18,18,12,12
trix_rabbit,0,0,0,3,3,7,2,5,2,7,4,3,11,5,34,17,12,12
fauna_(animal_crossing),0,0,0,0,0,0,3,3,7,4,6,14,9,31,33,16,12,12
legend_of_mana,56,12,44,37,45,63,13,100,58,14,22,25,14,12,27,16,12,12
aura_sphere,0,0,2,2,2,4,8,11,11,18,10,13,6,14,9,16,12,12
erika_(ambris),0,0,0,0,0,0,0,0,0,0,1,10,33,20,17,14,12,12
dizzy_(101_dalmatians),0,0,0,0,0,0,0,0,0,0,0,0,39,36,19,13,12,12
cafe_plaisir,0,0,0,0,0,0,0,0,0,0,3,12,4,8,35,12,12,12
canopy_bed,0,0,1,2,1,2,4,5,2,11,9,41,2,9,12,12,12,12
captainskee,0,0,0,0,0,0,0,0,0,0,3,4,37,10,21,11,12,12
egg_belly,0,3,0,0,1,1,0,0,2,3,14,20,19,32,12,11,12,12
n_(pokemon),0,0,0,3,13,13,33,16,4,4,71,18,13,15,9,11,12,12
new_brian,0,0,2,2,1,21,5,7,11,5,4,9,12,5,10,7,12,12
the_thing,0,0,1,1,2,6,3,1,1,10,15,7,6,8,11,23,11,12
oddrich,0,0,0,0,6,10,23,7,19,24,22,13,22,31,17,22,11,12
sky_(youwannaslap),0,0,0,0,0,0,0,0,0,0,0,0,0,36,68,21,11,12
frogadier,0,0,0,0,0,0,20,22,16,26,33,15,9,16,6,20,11,12
tits_(lysergide),0,0,0,0,0,0,0,0,0,23,31,20,16,14,8,18,11,12
elizabeth_(bioshock_infinite),0,0,0,0,0,0,8,19,50,19,15,25,37,16,23,16,11,12
stacey_skunkette,0,9,38,24,8,5,3,1,2,14,19,11,4,3,2,9,11,12
ghast_(minecraft),0,0,0,2,4,4,6,8,5,10,3,4,7,0,8,8,11,12
igglybuff,0,1,6,12,3,3,8,5,7,6,5,5,5,2,5,40,10,12
billie_corneja,0,0,0,0,0,0,0,0,0,0,0,0,0,29,19,36,10,12
baigak,0,0,0,0,1,0,0,0,5,1,1,14,60,5,10,32,10,12
paw_underwear,2,1,1,1,0,0,0,0,1,6,3,14,14,15,6,30,10,12
giant_food,0,0,0,3,3,0,0,0,2,3,3,4,9,10,13,29,10,12
elecmon,0,1,2,0,6,10,3,9,17,17,4,7,4,9,3,28,10,12
manatee,0,0,0,1,2,1,8,13,2,7,5,8,12,12,25,24,10,12
toon_patrol,18,0,1,0,2,4,3,2,4,8,8,2,4,5,12,15,10,12
pussy_juice_on_feet,1,0,0,1,3,4,0,2,7,8,6,3,11,10,11,15,10,12
bodice,2,0,1,4,4,4,6,0,8,4,19,10,15,17,11,14,10,12
sorceress_(dragon's_crown),0,0,0,0,2,0,10,31,20,7,23,9,10,5,35,13,10,12
jacktor,0,0,0,0,0,0,0,0,0,13,25,41,19,15,36,12,10,12
4_heads,0,0,0,0,6,4,2,1,2,14,10,18,21,11,11,5,10,12
lethal_league,0,0,0,0,0,0,0,8,11,39,11,14,14,45,7,5,10,12
chestnuts_(artist),2,1,0,6,9,26,24,7,3,8,12,0,0,9,0,4,10,12
sanka-tetsu,0,0,0,0,0,3,1,0,33,42,13,5,0,22,12,58,9,12
pietro_(felino),0,0,0,0,0,0,0,0,0,1,0,12,13,89,8,39,9,12
